"V1"	"fasta"	"scaffold"	"gene_position"	"start_position"	"end_position"	"strandedness"	"rank"	"ko_id"	"kegg_hit"	"uniref_id"	"uniref_hit"	"uniref_taxonomy"	"uniref_RBH"	"uniref_identity"	"uniref_bitScore"	"uniref_eVal"	"peptidase_id"	"peptidase_family"	"peptidase_hit"	"peptidase_RBH"	"peptidase_identity"	"peptidase_bitScore"	"peptidase_eVal"	"pfam_hits"	"cazy_ids"	"cazy_hits"	"cazy_subfam_ec"	"cazy_best_hit"	"heme_regulatory_motif_count"
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_40"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	40	38124	39044	1	"B"	"K04761"	"LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator"	"A0A5E6XBT8_PSEFL"	"UniRef90_A0A5E6XBT8 Hydrogen peroxide-inducible genes activator n=1008 Tax=Bacteria TaxID=2 RepID=A0A5E6XBT8_PSEFL"	"Bacteria"	TRUE	0.932	595	1.093e-189	""	""	""	NA	NA	NA	NA	"LysR substrate binding domain [PF03466.24]; Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.31]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_41"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	41	39054	41129	1	"B"	"K03655"	"ATP-dependent DNA helicase RecG [EC:5.6.2.4]"	"A0A5E7KJY2_PSEFL"	"UniRef90_A0A5E7KJY2 ATP-dependent DNA helicase RecG n=734 Tax=Bacteria TaxID=2 RepID=A0A5E7KJY2_PSEFL"	"Bacteria"	TRUE	0.908	1310	0	""	""	""	NA	NA	NA	NA	"RecG wedge domain [PF17191.8]; ATP-dependent DNA helicase RecG, domain 3, C-terminal [PF19833.3]; DEAD/DEAH box helicase [PF00270.33]; Helicase conserved C-terminal domain [PF00271.35]; Type III restriction enzyme, res subunit [PF04851.19]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_42"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	42	41208	42608	1	"B"	""	""	"A0A0C5E514_9PSED"	"UniRef90_A0A0C5E514 HDOD domain-containing protein n=216 Tax=Bacteria TaxID=2 RepID=A0A0C5E514_9PSED"	"Bacteria"	TRUE	0.906	882	6.237e-286	""	""	""	NA	NA	NA	NA	"HDOD domain [PF08668.16]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_43"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	43	42687	43070	-1	"C"	""	""	"A0A5E7C6H7_PSEFL"	"UniRef90_A0A5E7C6H7 Helicase n=64 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A5E7C6H7_PSEFL"	"Pseudomonadaceae"	FALSE	0.918	246	3.925e-72	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_44"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	44	43275	43484	-1	"C"	""	""	"A0A554PJI3_9PSED"	"UniRef90_A0A554PJI3 DUF1328 domain-containing protein n=23 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PJI3_9PSED"	"Pseudomonadaceae"	FALSE	0.822	119	2.835e-29	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_45"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	45	43588	44397	-1	"B"	"K07126"	"uncharacterized protein"	"A0A554PT57_9PSED"	"UniRef90_A0A554PT57 Sel1 repeat family protein n=6 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PT57_9PSED"	"Pseudomonadaceae"	TRUE	0.982	559	7.552e-178	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_46"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	46	44441	45250	-1	"B"	"K07126"	"uncharacterized protein"	"A0A554PT79_9PSED"	"UniRef90_A0A554PT79 Sel1 repeat family protein n=3 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PT79_9PSED"	"Pseudomonadaceae"	TRUE	0.987	563	4.424e-179	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_47"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	47	45294	47480	-1	"B"	""	""	"A0A1H3PPZ9_9PSED"	"UniRef90_A0A1H3PPZ9 PLD phosphodiesterase domain-containing protein n=42 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A1H3PPZ9_9PSED"	"Pseudomonadaceae"	TRUE	0.916	1395	0	""	""	""	NA	NA	NA	NA	"PLD-like domain [PF13091.10]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_48"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	48	47493	49868	-1	"B"	"K11904"	"type VI secretion system secreted protein VgrG"	"UPI000864C5CD"	"UniRef90_UPI000864C5CD type VI secretion system tip protein TssI/VgrG n=29 Tax=Pseudomonas TaxID=286 RepID=UPI000864C5CD"	"Pseudomonas"	TRUE	0.819	1317	0	""	""	""	NA	NA	NA	NA	"Phage tail baseplate hub (GPD) [PF05954.15]; Type VI secretion system/phage-baseplate injector OB domain [PF04717.16]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_49"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	49	49890	50954	-1	"B"	"K11916"	"serine/threonine-protein kinase Stk1 [EC:2.7.11.-]"	"A0A3G7U0D1_9PSED"	"UniRef90_A0A3G7U0D1 non-specific serine/threonine protein kinase n=65 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A3G7U0D1_9PSED"	"Pseudomonadaceae"	TRUE	0.938	698	1.959e-224	""	""	""	NA	NA	NA	NA	"Protein kinase domain [PF00069.29]; Protein tyrosine and serine/threonine kinase [PF07714.21]; Kinase-like [PF14531.10]; Lipopolysaccharide kinase (Kdo/WaaP) family [PF06293.18]; Lipopolysaccharide core biosynthesis protein (WaaY) [PF06176.15]; RIO1 family [PF01163.26]; ABC1 atypical kinase-like domain [PF03109.20]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_50"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	50	50951	51679	-1	"B"	"K11915"	"serine/threonine protein phosphatase Stp1 [EC:3.1.3.16]"	"UPI0005EB7733"	"UniRef90_UPI0005EB7733 PP2C family serine/threonine-protein phosphatase n=1 Tax=Pseudomonas TaxID=286 RepID=UPI0005EB7733"	"Pseudomonas"	TRUE	0.906	460	6.765e-144	""	""	""	NA	NA	NA	NA	"Protein phosphatase 2C [PF13672.10]; Protein phosphatase 2C [PF00481.25]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_51"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	51	51679	55206	-1	"B"	"K11891"	"type VI secretion system protein ImpL"	"A0A0C5EDW8_9PSED"	"UniRef90_A0A0C5EDW8 IcmF-related N-terminal domain-containing protein n=62 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0C5EDW8_9PSED"	"Pseudomonadaceae"	TRUE	0.929	2286	0	""	""	""	NA	NA	NA	NA	"IcmF-related N-terminal domain [PF14331.10]; Intracellular multiplication and human macrophage-killing [PF06761.16]; Type VI secretion protein IcmF helical domain [PF21070.1]; Type VI secretion protein IcmF C2-like domain [PF06744.16]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_52"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	52	55221	56090	-1	"B"	"K11892"	"type VI secretion system protein ImpK"	"A0A2U1RAL5_9PSED"	"UniRef90_A0A2U1RAL5 Type IV / VI secretion system DotU domain-containing protein n=257 Tax=Bacteria TaxID=2 RepID=A0A2U1RAL5_9PSED"	"Bacteria"	TRUE	0.898	541	2.791e-171	""	""	""	NA	NA	NA	NA	"Type VI secretion system protein DotU [PF09850.13]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_53"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	53	56096	57427	-1	"B"	"K11893"	"type VI secretion system protein ImpJ"	"Q87U87_PSESM"	"UniRef90_Q87U87 Type VI secretion system baseplate subunit TssK n=279 Tax=Bacteria TaxID=2 RepID=Q87U87_PSESM"	"Bacteria"	TRUE	0.928	862	2.037e-279	""	""	""	NA	NA	NA	NA	"Bacterial Type VI secretion, VC_A0110, EvfL, ImpJ, VasE [PF05936.16]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_54"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	54	57430	57930	-1	"C"	"K11906"	"type VI secretion system protein VasD"	"A0A5M7C3E2_9PSED"	"UniRef90_A0A5M7C3E2 Type VI secretion system lipoprotein TssJ n=25 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A5M7C3E2_9PSED"	"Pseudomonadaceae"	FALSE	0.893	311	6.027e-94	""	""	""	NA	NA	NA	NA	"Type VI secretion lipoprotein, VasD, EvfM, TssJ, VC_A0113 [PF12790.11]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_55"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	55	57936	59129	-1	"B"	"K11894"	"type VI secretion system protein ImpI"	"UPI00215CCAB2"	"UniRef90_UPI00215CCAB2 type VI secretion system-associated FHA domain protein TagH n=1 Tax=Pseudomonas sp. LS1212 TaxID=2972478 RepID=UPI00215CCAB2"	"Pseudomonas sp. LS1212"	TRUE	0.901	748	8.313e-241	""	""	""	NA	NA	NA	NA	"C-terminal domain of Type VI secretion system FHA protein [PF20232.2]; FHA domain [PF00498.30]; Inner membrane component of T3SS, cytoplasmic domain [PF16697.9]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_56"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	56	59147	59287	-1	"C"	""	""	"A0A0E1ED30_9PSED"	"UniRef90_A0A0E1ED30 Type VI secretion protein n=10 Tax=Pseudomonas TaxID=286 RepID=A0A0E1ED30_9PSED"	"Pseudomonas"	FALSE	1	103	5.31e-24	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_57"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	57	59383	60900	-1	"B"	"K11914"	"sigma-54 dependent transcriptional regulator"	"A0A0C5ETP8_9PSED"	"UniRef90_A0A0C5ETP8 Sigma-54 factor interaction domain-containing protein n=45 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0C5ETP8_9PSED"	"Pseudomonadaceae"	TRUE	0.933	989	6.07700744384733e-322	""	""	""	NA	NA	NA	NA	"Sigma-54 interaction domain [PF14532.10]; AAA domain (dynein-related subfamily) [PF07728.18]; Bacterial regulatory protein, Fis family [PF02954.23]; Magnesium chelatase, subunit ChlI [PF01078.25]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_58"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	58	60911	63565	-1	"B"	"K11907"	"type VI secretion system protein VasG"	"A0A0S4HV50_9PSED"	"UniRef90_A0A0S4HV50 Chaperone protein ClpB n=369 Tax=Bacteria TaxID=2 RepID=A0A0S4HV50_9PSED"	"Bacteria"	TRUE	0.869	1594	0	""	""	""	NA	NA	NA	NA	"AAA domain (Cdc48 subfamily) [PF07724.18]; AAA lid domain [PF17871.5]; AAA domain (dynein-related subfamily) [PF07728.18]; C-terminal, D2-small domain, of ClpB protein [PF10431.13]; ATPase family associated with various cellular activities (AAA) [PF00004.33]; AAA domain [PF13401.10]; Bacterial TniB protein [PF05621.15]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_59"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	59	63577	64584	-1	"B"	"K11895"	"type VI secretion system protein ImpH"	"A0A0E1EHL4_9PSED"	"UniRef90_A0A0E1EHL4 Type VI secretion protein n=157 Tax=Bacteria TaxID=2 RepID=A0A0E1EHL4_9PSED"	"Bacteria"	TRUE	0.97	687	1.027e-220	""	""	""	NA	NA	NA	NA	"Type VI secretion, TssG [PF06996.15]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_60"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	60	64548	66335	-1	"B"	"K11896"	"type VI secretion system protein ImpG"	"A0A0E1EIH6_9PSED"	"UniRef90_A0A0E1EIH6 Type VI secretion protein n=37 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0E1EIH6_9PSED"	"Pseudomonadaceae"	TRUE	0.979	1229	0	""	""	""	NA	NA	NA	NA	"Type VI secretion system, TssF [PF05947.16]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_61"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	61	66401	66784	-1	"C"	""	""	"A0A554PJJ8_9PSED"	"UniRef90_A0A554PJJ8 Adhesin n=5 Tax=Pseudomonas TaxID=286 RepID=A0A554PJJ8_9PSED"	"Pseudomonas"	FALSE	0.963	259	8.513e-77	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_62"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	62	67126	67965	-1	"B"	""	""	"A0A1Q8EH18_9PSED"	"UniRef90_A0A1Q8EH18 Alpha/beta hydrolase n=18 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A1Q8EH18_9PSED"	"Pseudomonadaceae"	TRUE	0.91	532	2.463e-168	""	""	""	NA	NA	NA	NA	""	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_63"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	63	67969	68475	-1	"C"	""	""	"A0A1Q8EH19_9PSED"	"UniRef90_A0A1Q8EH19 Zn-binding Pro-Ala-Ala-Arg (PAAR) domain-containing protein, incolved in TypeVI secretion n=9 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A1Q8EH19_9PSED"	"Pseudomonadaceae"	FALSE	0.885	312	4.833e-94	""	""	""	NA	NA	NA	NA	"PAAR motif [PF05488.17]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_64"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	64	68490	68897	-1	"C"	"K11905"	"type VI secretion system protein"	"A0A0D5XRU8_9PSED"	"UniRef90_A0A0D5XRU8 Type VI secretion protein n=12 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0D5XRU8_9PSED"	"Pseudomonadaceae"	FALSE	0.933	266	5.836e-79	""	""	""	NA	NA	NA	NA	"Baseplate wedge protein gp25 [PF04965.18]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_65"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	65	68912	70387	-1	"B"	"K11900"	"type VI secretion system protein ImpC"	"A0A6I4JT58_9PSED"	"UniRef90_A0A6I4JT58 Type VI secretion system contractile sheath large subunit n=6 Tax=Pseudomonas TaxID=286 RepID=A0A6I4JT58_9PSED"	"Pseudomonas"	TRUE	0.945	976	7.56499977139679e-318	"MER1375668"	"A39"	"MER1375668 -  (Burkholderia lata) [A39.UPW]#A39#{peptidase unit: 336-1107}~source VWB09721~"	FALSE	0.748	86	5.919e-16	"EvpB/VC_A0108, tail sheath N-terminal domain [PF05943.16]; EvpB/VC_A0108, tail sheath gpW/gp25-like domain [PF18945.4]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_66"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	66	70417	70920	-1	"C"	"K11901"	"type VI secretion system protein ImpB"	"A0A4R5K0X6_9PSED"	"UniRef90_A0A4R5K0X6 Type VI secretion system contractile sheath small subunit n=1 Tax=Pseudomonas sp. H9 TaxID=483968 RepID=A0A4R5K0X6_9PSED"	"Pseudomonas sp. H9"	FALSE	0.849	295	1.917e-88	""	""	""	NA	NA	NA	NA	"Type VI secretion system, VipA, VC_A0107 or Hcp2 [PF05591.16]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_67"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	67	70954	72510	-1	"B"	"K11910"	"type VI secretion system protein VasJ"	"A0A0C5EHK2_9PSED"	"UniRef90_A0A0C5EHK2 ImpA N-terminal domain-containing protein n=55 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0C5EHK2_9PSED"	"Pseudomonadaceae"	TRUE	0.93	1011	0	""	""	""	NA	NA	NA	NA	"Type VI secretion, EvfE, EvfF, ImpA, BimE, VC_A0119, VasJ [PF16989.9]; ImpA, N-terminal, type VI secretion system [PF06812.16]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_68"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	68	73142	73417	-1	"C"	"K05787"	"DNA-binding protein HU-alpha"	"A0A0C1WQB0_PSEFL"	"UniRef90_A0A0C1WQB0 Bacterial DNA-binding family protein n=371 Tax=Bacteria TaxID=2 RepID=A0A0C1WQB0_PSEFL"	"Bacteria"	FALSE	0.932	180	5.686e-50	""	""	""	NA	NA	NA	NA	"Bacterial DNA-binding protein [PF00216.25]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_69"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	69	73606	74754	-1	"B"	"K05297"	"rubredoxin---NAD+ reductase [EC:1.18.1.1]"	"A0A1S2UZ08_9PSED"	"UniRef90_A0A1S2UZ08 Pyridine nucleotide-disulfide oxidoreductase n=6 Tax=Pseudomonas TaxID=286 RepID=A0A1S2UZ08_9PSED"	"Pseudomonas"	TRUE	0.917	734	3.492e-236	""	""	""	NA	NA	NA	NA	"Pyridine nucleotide-disulphide oxidoreductase [PF07992.18]; Rubredoxin binding C-terminal domain [PF18113.5]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_70"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	70	74794	74961	-1	"C"	""	""	"A0A127HTP0_PSEAZ"	"UniRef90_A0A127HTP0 Rubredoxin n=29 Tax=Pseudomonas TaxID=286 RepID=A0A127HTP0_PSEAZ"	"Pseudomonas"	FALSE	1	130	2.675e-33	""	""	""	NA	NA	NA	NA	"Rubredoxin [PF00301.24]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_71"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	71	75178	75741	1	"B"	"K03181"	"chorismate lyase [EC:4.1.3.40]"	"A0A554PJM2_9PSED"	"UniRef90_A0A554PJM2 Probable chorismate pyruvate-lyase n=44 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A554PJM2_9PSED"	"Pseudomonadaceae"	TRUE	0.999	397	3.007e-123	""	""	""	NA	NA	NA	NA	"Chorismate lyase [PF04345.17]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_72"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	72	75741	76631	1	"B"	"K03179"	"4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]"	"UBIA_PSEPF"	"UniRef90_Q3K4G3 4-hydroxybenzoate octaprenyltransferase n=183 Tax=Gammaproteobacteria TaxID=1236 RepID=UBIA_PSEPF"	"Gammaproteobacteria"	TRUE	0.929	578	9.885e-184	""	""	""	NA	NA	NA	NA	"UbiA prenyltransferase family [PF01040.22]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_73"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	73	76701	77084	-1	"C"	""	""	"A0A0D5XR34_9PSED"	"UniRef90_A0A0D5XR34 Lipoprotein n=28 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0D5XR34_9PSED"	"Pseudomonadaceae"	FALSE	0.914	245	1.012e-71	""	""	""	NA	NA	NA	NA	"Secreted repeat of unknown function [PF03640.19]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_74"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	74	77236	77925	1	"B"	"K07657"	"two-component system, OmpR family, phosphate regulon response regulator PhoB"	"PHOB_PSEAE"	"UniRef90_P23620 Phosphate regulon transcriptional regulatory protein PhoB n=1067 Tax=cellular organisms TaxID=131567 RepID=PHOB_PSEAE"	"cellular organisms"	TRUE	0.927	447	1.213e-139	""	""	""	NA	NA	NA	NA	"Response regulator receiver domain [PF00072.28]; Transcriptional regulatory protein, C terminal [PF00486.32]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_75"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	75	78034	79362	1	"B"	"K07636"	"two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]"	"Q4K3L6_PSEF5"	"UniRef90_Q4K3L6 Phosphate regulon sensor protein PhoR n=827 Tax=cellular organisms TaxID=131567 RepID=Q4K3L6_PSEF5"	"cellular organisms"	TRUE	0.951	884	4.241e-287	""	""	""	NA	NA	NA	NA	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.30]; Phosphate regulon sensor protein PhoR [PF11808.12]; His Kinase A (phospho-acceptor) domain [PF00512.29]; PAS fold [PF00989.29]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_76"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	76	79479	80819	1	"B"	"K03699"	"magnesium and cobalt exporter, CNNM family"	"A0A024ECH8_9PSED"	"UniRef90_A0A024ECH8 Transporter-like membrane protein n=749 Tax=cellular organisms TaxID=131567 RepID=A0A024ECH8_9PSED"	"cellular organisms"	TRUE	0.911	851	2.17e-275	""	""	""	NA	NA	NA	NA	"Cyclin M transmembrane N-terminal domain [PF01595.24]; Transporter associated domain [PF03471.21]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_77"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	77	81025	81921	-1	"B"	""	""	"A0A0C5EHL1_9PSED"	"UniRef90_A0A0C5EHL1 Peptidase M23 domain-containing protein n=30 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0C5EHL1_9PSED"	"Pseudomonadaceae"	TRUE	0.906	566	1.386e-179	"MER0024425"	"M23B"	"MER0024425 - subfamily M23B unassigned peptidases (Pseudomonas fluorescens) [M23.UPB]#M23B#{peptidase unit: 112-292}~source ZP_00084044~"	FALSE	0.879	329	5.25e-100	"Peptidase family M23 [PF01551.26]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_78"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	78	81983	82297	-1	"C"	""	""	"A0A0C5EDZ1_9PSED"	"UniRef90_A0A0C5EDZ1 HTH cro/C1-type domain-containing protein n=33 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A0C5EDZ1_9PSED"	"Pseudomonadaceae"	FALSE	0.869	184	3.31e-51	""	""	""	NA	NA	NA	NA	"Helix-turn-helix domain [PF13744.10]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_79"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	79	83159	84121	-1	"B"	"K03413"	"two-component system, chemotaxis family, chemotaxis protein CheY"	"A0A0C5ETS2_9PSED"	"UniRef90_A0A0C5ETS2 Response regulatory domain-containing protein n=9 Tax=Pseudomonas TaxID=286 RepID=A0A0C5ETS2_9PSED"	"Pseudomonas"	TRUE	0.904	606	5.803e-193	""	""	""	NA	NA	NA	NA	"Response regulator receiver domain [PF00072.28]"	""	""	""	""	0
"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985_1108f2b0a712474f_1_80"	"Pseudomonas_chlororaphis_subsp_aureofaciens_ATCC_13985"	"1108f2b0a712474f_1"	80	84290	85051	-1	"B"	"K02039"	"phosphate transport system protein"	"G8PY60_PSEO1"	"UniRef90_G8PY60 Phosphate-specific transport system accessory protein PhoU n=663 Tax=Bacteria TaxID=2 RepID=G8PY60_PSEO1"	"Bacteria"	TRUE	0.901	477	7.81e-150	""	""	""	NA	NA	NA	NA	"PhoU domain [PF01895.23]"	""	""	""	""	0
